Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,alpha,base_score,booster,callbacks,colsample_bylevel,colsample_bynode,colsample_bytree,early_stopping_rounds,enable_categorical,eval_metric,gamma,gpu_id,grow_policy,importance_type,interaction_constraints,lambda,learning_rate,max_bin,max_cat_to_onehot,max_delta_step,max_depth,max_leaves,min_child_weight,missing,monotone_constraints,n_estimators,n_jobs,num_parallel_tree,objective,predictor,random_state,reg_alpha,reg_lambda,sampling_method,scale_pos_weight,subsample,tree_method,validate_parameters,verbosity,mae,mape,r2,rmse,split,model,size,data
2022-09-16 21:49:15,497ms,655a5370d7374a0cb41579e5dc3fe05f,Spain.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,0.003648144216101975,0.5,gbtree,None,1,1,1,None,False,None,0,-1,depthwise,None,,2.2771612076453483e-07,0.300000012,256,4,0,5,0,1,nan,(),100,0,1,reg:squarederror,auto,0,0.00364814419,2.27716114e-07,uniform,1,1,exact,1,None,12637.677761882544,0.30793701056468414,0.3236725396048783,31699.78726041986,test,xgb,7,Spain
2022-09-16 21:49:14,495ms,4a8cfe5e609b4bce90cb8b8afa1ac4b2,Spain.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,0.003648144216101975,0.5,gbtree,None,1,1,1,None,False,None,0,-1,depthwise,None,,2.2771612076453483e-07,0.300000012,256,4,0,5,0,1,nan,(),100,0,1,reg:squarederror,auto,0,0.00364814419,2.27716114e-07,uniform,1,1,exact,1,None,12637.677761882544,0.30793701056468414,0.3236725396048783,31699.78726041986,test,xgb,7,Spain
2022-09-16 21:49:14,493ms,edc8962a18c4416b8dbdce91977bed16,Spain.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,0.003648144216101975,0.5,gbtree,None,1,1,1,None,False,None,0,-1,depthwise,None,,2.2771612076453483e-07,0.300000012,256,4,0,5,0,1,nan,(),100,0,1,reg:squarederror,auto,0,0.00364814419,2.27716114e-07,uniform,1,1,exact,1,None,12637.677761882544,0.30793701056468414,0.3236725396048783,31699.78726041986,test,xgb,7,Spain
2022-09-16 21:49:13,499ms,1be9e538e5474fd4b23cb2564afd8e70,Spain.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,0.003648144216101975,0.5,gbtree,None,1,1,1,None,False,None,0,-1,depthwise,None,,2.2771612076453483e-07,0.300000012,256,4,0,5,0,1,nan,(),100,0,1,reg:squarederror,auto,0,0.00364814419,2.27716114e-07,uniform,1,1,exact,1,None,12637.677761882544,0.30793701056468414,0.3236725396048783,31699.78726041986,test,xgb,7,Spain
2022-09-16 21:49:13,494ms,ea7147c396ae4dfc9c16bb138e1e5675,Spain.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,0.003648144216101975,0.5,gbtree,None,1,1,1,None,False,None,0,-1,depthwise,None,,2.2771612076453483e-07,0.300000012,256,4,0,5,0,1,nan,(),100,0,1,reg:squarederror,auto,0,0.00364814419,2.27716114e-07,uniform,1,1,exact,1,None,12637.677761882544,0.30793701056468414,0.3236725396048783,31699.78726041986,test,xgb,7,Spain
2022-09-16 21:49:12,0.6s,8c1248b82f5343479be927f9bd508055,Spain.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,0.003648144216101975,0.5,gbtree,None,1,1,1,None,False,None,0,-1,depthwise,None,,2.2771612076453483e-07,0.300000012,256,4,0,5,0,1,nan,(),100,0,1,reg:squarederror,auto,0,0.00364814419,2.27716114e-07,uniform,1,1,exact,1,None,12637.677761882544,0.30793701056468414,0.3236725396048783,31699.78726041986,test,xgb,7,Spain
2022-09-16 21:49:12,492ms,ffbdeb67c85b489282bb9ee0e1dcb64a,Spain.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,0.003648144216101975,0.5,gbtree,None,1,1,1,None,False,None,0,-1,depthwise,None,,2.2771612076453483e-07,0.300000012,256,4,0,5,0,1,nan,(),100,0,1,reg:squarederror,auto,0,0.00364814419,2.27716114e-07,uniform,1,1,exact,1,None,12637.677761882544,0.30793701056468414,0.3236725396048783,31699.78726041986,test,xgb,7,Spain
2022-09-16 21:49:11,0.5s,30cf020482454cd5a41b168310741bb5,Spain.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,0.003648144216101975,0.5,gbtree,None,1,1,1,None,False,None,0,-1,depthwise,None,,2.2771612076453483e-07,0.300000012,256,4,0,5,0,1,nan,(),100,0,1,reg:squarederror,auto,0,0.00364814419,2.27716114e-07,uniform,1,1,exact,1,None,12637.677761882544,0.30793701056468414,0.3236725396048783,31699.78726041986,test,xgb,7,Spain
2022-09-16 21:49:11,495ms,d18d78c07d3646c8818cc8bc11a7a92e,Spain.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,0.003648144216101975,0.5,gbtree,None,1,1,1,None,False,None,0,-1,depthwise,None,,2.2771612076453483e-07,0.300000012,256,4,0,5,0,1,nan,(),100,0,1,reg:squarederror,auto,0,0.00364814419,2.27716114e-07,uniform,1,1,exact,1,None,12637.677761882544,0.30793701056468414,0.3236725396048783,31699.78726041986,test,xgb,7,Spain
2022-09-16 21:49:10,0.7s,9706c811db834b96a2158857104d312f,Spain.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,0.003648144216101975,0.5,gbtree,None,1,1,1,None,False,None,0,-1,depthwise,None,,2.2771612076453483e-07,0.300000012,256,4,0,5,0,1,nan,(),100,0,1,reg:squarederror,auto,0,0.00364814419,2.27716114e-07,uniform,1,1,exact,1,None,12637.677761882544,0.30793701056468414,0.3236725396048783,31699.78726041986,test,xgb,7,Spain
2022-09-16 21:49:05,0.5s,8c296310200a409fb5d1214ccf18b98a,Qatar.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,0.01860613764278504,0.5,gbtree,None,1,1,1,None,False,None,0,-1,depthwise,None,,0.03188817712212464,0.300000012,256,4,0,5,0,1,nan,(),100,0,1,reg:squarederror,auto,0,0.0186061375,0.0318881758,uniform,1,1,exact,1,None,18.82603907585144,0.08778571306993543,0.8748759980435189,36.62420117048104,test,xgb,7,Qatar
2022-09-16 21:49:05,0.5s,2283949c27334bc5a4e4cc22a64298d3,Qatar.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,0.01860613764278504,0.5,gbtree,None,1,1,1,None,False,None,0,-1,depthwise,None,,0.03188817712212464,0.300000012,256,4,0,5,0,1,nan,(),100,0,1,reg:squarederror,auto,0,0.0186061375,0.0318881758,uniform,1,1,exact,1,None,18.82603907585144,0.08778571306993543,0.8748759980435189,36.62420117048104,test,xgb,7,Qatar
2022-09-16 21:49:04,0.5s,421dd48f123e4a9a9c51e33769322391,Qatar.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,0.01860613764278504,0.5,gbtree,None,1,1,1,None,False,None,0,-1,depthwise,None,,0.03188817712212464,0.300000012,256,4,0,5,0,1,nan,(),100,0,1,reg:squarederror,auto,0,0.0186061375,0.0318881758,uniform,1,1,exact,1,None,18.82603907585144,0.08778571306993543,0.8748759980435189,36.62420117048104,test,xgb,7,Qatar
2022-09-16 21:49:04,499ms,6a64df85415b412097f5bdb80c5afb07,Qatar.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,0.01860613764278504,0.5,gbtree,None,1,1,1,None,False,None,0,-1,depthwise,None,,0.03188817712212464,0.300000012,256,4,0,5,0,1,nan,(),100,0,1,reg:squarederror,auto,0,0.0186061375,0.0318881758,uniform,1,1,exact,1,None,18.82603907585144,0.08778571306993543,0.8748759980435189,36.62420117048104,test,xgb,7,Qatar
2022-09-16 21:49:03,0.5s,2d1b579b5f264972bdd0951f95bad4c7,Qatar.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,0.01860613764278504,0.5,gbtree,None,1,1,1,None,False,None,0,-1,depthwise,None,,0.03188817712212464,0.300000012,256,4,0,5,0,1,nan,(),100,0,1,reg:squarederror,auto,0,0.0186061375,0.0318881758,uniform,1,1,exact,1,None,18.82603907585144,0.08778571306993543,0.8748759980435189,36.62420117048104,test,xgb,7,Qatar
2022-09-16 21:49:03,0.6s,3d02a674461e4de08fb8dc25d4ea8ce0,Qatar.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,0.01860613764278504,0.5,gbtree,None,1,1,1,None,False,None,0,-1,depthwise,None,,0.03188817712212464,0.300000012,256,4,0,5,0,1,nan,(),100,0,1,reg:squarederror,auto,0,0.0186061375,0.0318881758,uniform,1,1,exact,1,None,18.82603907585144,0.08778571306993543,0.8748759980435189,36.62420117048104,test,xgb,7,Qatar
2022-09-16 21:49:02,0.5s,214f222efbcc49dfa76e42b8c22330e3,Qatar.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,0.01860613764278504,0.5,gbtree,None,1,1,1,None,False,None,0,-1,depthwise,None,,0.03188817712212464,0.300000012,256,4,0,5,0,1,nan,(),100,0,1,reg:squarederror,auto,0,0.0186061375,0.0318881758,uniform,1,1,exact,1,None,18.82603907585144,0.08778571306993543,0.8748759980435189,36.62420117048104,test,xgb,7,Qatar
2022-09-16 21:49:02,0.5s,b30926edd720472b8f9bfc63c0e47636,Qatar.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,0.01860613764278504,0.5,gbtree,None,1,1,1,None,False,None,0,-1,depthwise,None,,0.03188817712212464,0.300000012,256,4,0,5,0,1,nan,(),100,0,1,reg:squarederror,auto,0,0.0186061375,0.0318881758,uniform,1,1,exact,1,None,18.82603907585144,0.08778571306993543,0.8748759980435189,36.62420117048104,test,xgb,7,Qatar
2022-09-16 21:49:01,0.5s,0073f3194e77452c9575748e644cca9a,Qatar.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,0.01860613764278504,0.5,gbtree,None,1,1,1,None,False,None,0,-1,depthwise,None,,0.03188817712212464,0.300000012,256,4,0,5,0,1,nan,(),100,0,1,reg:squarederror,auto,0,0.0186061375,0.0318881758,uniform,1,1,exact,1,None,18.82603907585144,0.08778571306993543,0.8748759980435189,36.62420117048104,test,xgb,7,Qatar
2022-09-16 21:49:00,0.8s,4025f76907f94a7793f2eaa5ded0e080,Qatar.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,0.01860613764278504,0.5,gbtree,None,1,1,1,None,False,None,0,-1,depthwise,None,,0.03188817712212464,0.300000012,256,4,0,5,0,1,nan,(),100,0,1,reg:squarederror,auto,0,0.0186061375,0.0318881758,uniform,1,1,exact,1,None,18.82603907585144,0.08778571306993543,0.8748759980435189,36.62420117048104,test,xgb,7,Qatar
2022-09-16 21:48:56,0.6s,5a82624084574d298263f2a15d4518cd,Portugal.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,6.104352786778824e-05,0.5,gbtree,None,1,1,1,None,False,None,0,-1,depthwise,None,,4.171640431936096e-07,0.300000012,256,4,0,3,0,1,nan,(),100,0,1,reg:squarederror,auto,0,6.10435309e-05,4.17164046e-07,uniform,1,1,exact,1,None,1808.1934537887573,0.26320402125775166,0.50529967297984,4303.36800128917,test,xgb,7,Portugal
2022-09-16 21:48:55,482ms,ca19d2e9290843829377b2c4344c36c3,Portugal.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,6.104352786778824e-05,0.5,gbtree,None,1,1,1,None,False,None,0,-1,depthwise,None,,4.171640431936096e-07,0.300000012,256,4,0,3,0,1,nan,(),100,0,1,reg:squarederror,auto,0,6.10435309e-05,4.17164046e-07,uniform,1,1,exact,1,None,1808.1934537887573,0.26320402125775166,0.50529967297984,4303.36800128917,test,xgb,7,Portugal
2022-09-16 21:48:55,484ms,2af8bbfec2c5468583d6033d3a95ef11,Portugal.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,6.104352786778824e-05,0.5,gbtree,None,1,1,1,None,False,None,0,-1,depthwise,None,,4.171640431936096e-07,0.300000012,256,4,0,3,0,1,nan,(),100,0,1,reg:squarederror,auto,0,6.10435309e-05,4.17164046e-07,uniform,1,1,exact,1,None,1808.1934537887573,0.26320402125775166,0.50529967297984,4303.36800128917,test,xgb,7,Portugal
2022-09-16 21:48:54,485ms,7a3873eba3104b808d97d8398a629e99,Portugal.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,6.104352786778824e-05,0.5,gbtree,None,1,1,1,None,False,None,0,-1,depthwise,None,,4.171640431936096e-07,0.300000012,256,4,0,3,0,1,nan,(),100,0,1,reg:squarederror,auto,0,6.10435309e-05,4.17164046e-07,uniform,1,1,exact,1,None,1808.1934537887573,0.26320402125775166,0.50529967297984,4303.36800128917,test,xgb,7,Portugal
2022-09-16 21:48:54,483ms,50650f963d8a43bfad95f58c55e85000,Portugal.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,6.104352786778824e-05,0.5,gbtree,None,1,1,1,None,False,None,0,-1,depthwise,None,,4.171640431936096e-07,0.300000012,256,4,0,3,0,1,nan,(),100,0,1,reg:squarederror,auto,0,6.10435309e-05,4.17164046e-07,uniform,1,1,exact,1,None,1808.1934537887573,0.26320402125775166,0.50529967297984,4303.36800128917,test,xgb,7,Portugal
2022-09-16 21:48:53,483ms,ee8f76c8ed774b008f6f0479c547028d,Portugal.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,6.104352786778824e-05,0.5,gbtree,None,1,1,1,None,False,None,0,-1,depthwise,None,,4.171640431936096e-07,0.300000012,256,4,0,3,0,1,nan,(),100,0,1,reg:squarederror,auto,0,6.10435309e-05,4.17164046e-07,uniform,1,1,exact,1,None,1808.1934537887573,0.26320402125775166,0.50529967297984,4303.36800128917,test,xgb,7,Portugal
2022-09-16 21:48:53,0.6s,fb891be8de8d43b0bdee7cae6ef74c0a,Portugal.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,6.104352786778824e-05,0.5,gbtree,None,1,1,1,None,False,None,0,-1,depthwise,None,,4.171640431936096e-07,0.300000012,256,4,0,3,0,1,nan,(),100,0,1,reg:squarederror,auto,0,6.10435309e-05,4.17164046e-07,uniform,1,1,exact,1,None,1808.1934537887573,0.26320402125775166,0.50529967297984,4303.36800128917,test,xgb,7,Portugal
2022-09-16 21:48:52,482ms,4009407126434efbab1f0168f7934717,Portugal.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,6.104352786778824e-05,0.5,gbtree,None,1,1,1,None,False,None,0,-1,depthwise,None,,4.171640431936096e-07,0.300000012,256,4,0,3,0,1,nan,(),100,0,1,reg:squarederror,auto,0,6.10435309e-05,4.17164046e-07,uniform,1,1,exact,1,None,1808.1934537887573,0.26320402125775166,0.50529967297984,4303.36800128917,test,xgb,7,Portugal
2022-09-16 21:48:52,481ms,1ec685d85e81491baa864a26d7b8271b,Portugal.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,6.104352786778824e-05,0.5,gbtree,None,1,1,1,None,False,None,0,-1,depthwise,None,,4.171640431936096e-07,0.300000012,256,4,0,3,0,1,nan,(),100,0,1,reg:squarederror,auto,0,6.10435309e-05,4.17164046e-07,uniform,1,1,exact,1,None,1808.1934537887573,0.26320402125775166,0.50529967297984,4303.36800128917,test,xgb,7,Portugal
2022-09-16 21:48:51,0.7s,2e93ca2b854b4232a1c1bd9f950320be,Portugal.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,6.104352786778824e-05,0.5,gbtree,None,1,1,1,None,False,None,0,-1,depthwise,None,,4.171640431936096e-07,0.300000012,256,4,0,3,0,1,nan,(),100,0,1,reg:squarederror,auto,0,6.10435309e-05,4.17164046e-07,uniform,1,1,exact,1,None,1808.1934537887573,0.26320402125775166,0.50529967297984,4303.36800128917,test,xgb,7,Portugal
2022-09-16 21:48:47,0.6s,e40ef3fc70ea46e1a2b04245914e15b9,Japan.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,6.739777187384363e-08,0.5,gblinear,None,None,None,None,None,False,None,None,-1,None,None,None,8.491912034346194e-05,0.5,None,None,None,4,None,None,nan,None,100,0,None,reg:squarederror,None,0,0,0,None,1,None,None,1,None,169.44266510009766,1.0354941283975019,-4.389170349625951,193.4779930537926,test,xgb,7,Japan
2022-09-16 21:48:46,466ms,19ce6741e7b44876aaaccfc64ad4137b,Japan.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,6.739777187384363e-08,0.5,gblinear,None,None,None,None,None,False,None,None,-1,None,None,None,8.491912034346194e-05,0.5,None,None,None,4,None,None,nan,None,100,0,None,reg:squarederror,None,0,0,0,None,1,None,None,1,None,202.1573944091797,1.1797557715291163,-11.400384962765212,293.48654919353476,test,xgb,7,Japan
2022-09-16 21:48:46,474ms,e55bf858a7854d99b4a4eb386331ad6c,Japan.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,6.739777187384363e-08,0.5,gblinear,None,None,None,None,None,False,None,None,-1,None,None,None,8.491912034346194e-05,0.5,None,None,None,4,None,None,nan,None,100,0,None,reg:squarederror,None,0,0,0,None,1,None,None,1,None,264.42498779296875,2.0560568933494174,-16.045690948106575,344.09465218069676,test,xgb,7,Japan
2022-09-16 21:48:45,466ms,332083bfb3254b40987c303b6a2ed946,Japan.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,6.739777187384363e-08,0.5,gblinear,None,None,None,None,None,False,None,None,-1,None,None,None,8.491912034346194e-05,0.5,None,None,None,4,None,None,nan,None,100,0,None,reg:squarederror,None,0,0,0,None,1,None,None,1,None,182.9005889892578,1.1860646830297579,-5.840381916659095,217.9770612002747,test,xgb,7,Japan
2022-09-16 21:48:45,475ms,a7d963045a5f43e1b33da4db7cf0f1ad,Japan.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,6.739777187384363e-08,0.5,gblinear,None,None,None,None,None,False,None,None,-1,None,None,None,8.491912034346194e-05,0.5,None,None,None,4,None,None,nan,None,100,0,None,reg:squarederror,None,0,0,0,None,1,None,None,1,None,953.942626953125,5.637824507350642,-1014.9634319819297,2656.4989965362633,test,xgb,7,Japan
2022-09-16 21:48:44,0.6s,8a08330d3c8a495d97263e3e9e9a5b39,Japan.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,6.739777187384363e-08,0.5,gblinear,None,None,None,None,None,False,None,None,-1,None,None,None,8.491912034346194e-05,0.5,None,None,None,4,None,None,nan,None,100,0,None,reg:squarederror,None,0,0,0,None,1,None,None,1,None,562.256103515625,3.1172915575110327,-708.2837022300901,2219.630114336841,test,xgb,7,Japan
2022-09-16 21:48:43,477ms,553ecc8615da49138211e17f25f6167a,Japan.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,6.739777187384363e-08,0.5,gblinear,None,None,None,None,None,False,None,None,-1,None,None,None,8.491912034346194e-05,0.5,None,None,None,4,None,None,nan,None,100,0,None,reg:squarederror,None,0,0,0,None,1,None,None,1,None,166.0553970336914,1.0812416555715552,-4.5330997507045865,196.0445925798988,test,xgb,7,Japan
2022-09-16 21:48:43,471ms,b7468d8812ac40daa7912349402fc192,Japan.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,6.739777187384363e-08,0.5,gblinear,None,None,None,None,None,False,None,None,-1,None,None,None,8.491912034346194e-05,0.5,None,None,None,4,None,None,nan,None,100,0,None,reg:squarederror,None,0,0,0,None,1,None,None,1,None,193.54056549072266,1.1460771956198097,-8.484478982650248,256.6713277514878,test,xgb,7,Japan
2022-09-16 21:48:43,469ms,18116de25b274ba1b2731473579e9dfc,Japan.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,6.739777187384363e-08,0.5,gblinear,None,None,None,None,None,False,None,None,-1,None,None,None,8.491912034346194e-05,0.5,None,None,None,4,None,None,nan,None,100,0,None,reg:squarederror,None,0,0,0,None,1,None,None,1,None,70.9312629699707,0.6126967911804299,-0.11974180516198918,88.19207569874695,test,xgb,7,Japan
2022-09-16 21:48:42,0.7s,f31a492779d14c3f8e9dfd4dd5816953,Japan.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,6.739777187384363e-08,0.5,gblinear,None,None,None,None,None,False,None,None,-1,None,None,None,8.491912034346194e-05,0.5,None,None,None,4,None,None,nan,None,100,0,None,reg:squarederror,None,0,0,0,None,1,None,None,1,None,168.078125,1,-4.067065374551878,187.6069278438299,test,xgb,7,Japan
2022-09-16 21:48:27,472ms,ae7be49b11c2418b9e2f4c74a7caf87b,Israel.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,1.9181088504861241e-07,0.5,gbtree,None,1,1,1,None,False,None,0,-1,depthwise,None,,1.1786262888993467e-05,0.300000012,256,4,0,2,0,1,nan,(),100,0,1,reg:squarederror,auto,0,1.91810884e-07,1.17862628e-05,uniform,1,1,exact,1,None,366.3554210662842,0.4166251283197361,0.5607860453162462,674.2868197130753,test,xgb,7,Israel
2022-09-16 21:48:26,474ms,35b1a7c96728400ebec64e7cda12b435,Israel.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,1.9181088504861241e-07,0.5,gbtree,None,1,1,1,None,False,None,0,-1,depthwise,None,,1.1786262888993467e-05,0.300000012,256,4,0,2,0,1,nan,(),100,0,1,reg:squarederror,auto,0,1.91810884e-07,1.17862628e-05,uniform,1,1,exact,1,None,366.3554210662842,0.4166251283197361,0.5607860453162462,674.2868197130753,test,xgb,7,Israel
2022-09-16 21:48:26,470ms,525cbebe82fc4e728a2cee791edf8c31,Israel.xgb.test,LOCAL,codrift5.py,marabots,FINISHED,1.9181088504861241e-07,0.5,gbtree,None,1,1,1,None,False,None,0,-1,depthwise,None,,1.1786262888993467e-05,0.300000012,256,4,0,2,0,1,nan,(),100,0,1,reg:squarederror,auto,0,1.91810884e-07,1.17862628e-05,uniform,1,1,exact,1,None,366.3554210662842,0.4166251283197361,0.5607860453162462,674.2868197130753,test,xgb,7,Israel
